,SITE,DISTRICT,SCHOOL_NUMBER,SCHOOL_NAME,COMPLETERS,GRADE,PCT_FEMALE_(W),PCT_MALE_(W),PCT_FEMALE_(B),PCT_MALE_(B),PCT_FEMALE_(H),PCT_MALE_(H),PCT_FEMALE_(A),PCT_MALE_(A),PCT_FEMALE_(PI),PCT_MALE_(PI),PCT_FEMALE_(NA),PCT_MALE_(NA),PCT_FEMALE_(2+),PCT_MALE_(2+),PCT_FEMALE_(TOT),PCT_MALE_(TOT)
106,BROWARD_5032,BROWARD,5032,FLAGLER HIGH,68,12.0,0.07352941176470588,0.20588235294117646,0.16176470588235295,0.23529411764705882,0.11764705882352941,0.1323529411764706,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.35294117647058826,0.6470588235294118
107,BROWARD_5060,BROWARD,5060,SUNED HIGH SCHOOL,27,12.0,0.0,0.0,0.48148148148148145,0.4444444444444444,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444
108,BROWARD_5091,BROWARD,5091,CITY OF CORAL SPRINGS CHARTER,200,12.0,0.29,0.245,0.04,0.08,0.16,0.13,0.025,0.015,0.0,0.0,0.0,0.0,0.005,0.01,0.52,0.48
109,BROWARD_5121,BROWARD,5121,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,401,12.0,0.12468827930174564,0.13216957605985039,0.1172069825436409,0.13216957605985039,0.23192019950124687,0.20698254364089774,0.032418952618453865,0.017456359102244388,0.0,0.0,0.0,0.0024937655860349127,0.0,0.0024937655860349127,0.5062344139650873,0.4937655860349127
110,BROWARD_5221,BROWARD,5221,SOMERSET ACADEMY CHARTER HIGH,229,12.0,0.039301310043668124,0.0611353711790393,0.10043668122270742,0.13973799126637554,0.31877729257641924,0.2838427947598253,0.026200873362445413,0.017467248908296942,0.0,0.0,0.0,0.0,0.008733624454148471,0.004366812227074236,0.49344978165938863,0.5065502183406113
111,BROWARD_5322,BROWARD,5322,PIVOT CHARTER SCHOOL,13,12.0,0.23076923076923078,0.38461538461538464,0.0,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384
112,BROWARD_5323,BROWARD,5323,MELROSE HIGH,28,12.0,0.10714285714285714,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.14285714285714285,0.10714285714285714,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.4642857142857143,0.5357142857142857
114,BROWARD_5331,BROWARD,5331,DOLPHIN PARK HIGH,72,12.0,0.013888888888888888,0.027777777777777776,0.1527777777777778,0.5,0.05555555555555555,0.19444444444444445,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.2361111111111111,0.7638888888888888
115,BROWARD_5341,BROWARD,5341,NORTH UNIVERSITY HIGH,83,12.0,0.08433734939759036,0.03614457831325301,0.18072289156626506,0.37349397590361444,0.08433734939759036,0.1566265060240964,0.03614457831325301,0.03614457831325301,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.3855421686746988,0.6144578313253012
116,BROWARD_5351,BROWARD,5351,LAUDERHILL HIGH,64,12.0,0.0,0.03125,0.3125,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.015625,0.328125,0.671875
117,BROWARD_5396,BROWARD,5396,SOMERSET ARTS CONSERVATORY,35,12.0,0.17142857142857143,0.08571428571428572,0.2,0.02857142857142857,0.2571428571428571,0.2,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.6571428571428571,0.34285714285714286
118,BROWARD_5416,BROWARD,5416,INTERNATIONAL SCHOOL OF BROWARD,35,12.0,0.08571428571428572,0.17142857142857143,0.42857142857142855,0.11428571428571428,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.6285714285714286,0.37142857142857144
119,BROWARD_5417,BROWARD,5417,IGENERATION EMPOWERMENT ACADEMY OF BROWARD COUNTY,16,12.0,0.25,0.125,0.25,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25
120,BROWARD_5481,BROWARD,5481,MAVERICKS HIGH OF CENTRAL BROWARD COUNTY,61,12.0,0.03278688524590164,0.0,0.3114754098360656,0.4426229508196721,0.09836065573770492,0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.45901639344262296,0.5409836065573771
121,BROWARD_5861,BROWARD,5861,SUNED HIGH SCHOOL OF NORTH BROWARD,18,12.0,0.05555555555555555,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556
127,BROWARD_6501,BROWARD,6501,OFF CAMPUS LEARNING,119,12.0,0.13445378151260504,0.12605042016806722,0.21008403361344538,0.18487394957983194,0.09243697478991597,0.2184873949579832,0.025210084033613446,0.0,0.0,0.0,0.0,0.0,0.0,0.008403361344537815,0.46218487394957986,0.5378151260504201
128,BROWARD_7004,BROWARD,7004,BROWARD VIRTUAL FRANCHISE,67,12.0,0.43283582089552236,0.19402985074626866,0.04477611940298507,0.014925373134328358,0.08955223880597014,0.13432835820895522,0.014925373134328358,0.014925373134328358,0.0,0.0,0.014925373134328358,0.0,0.04477611940298507,0.0,0.6417910447761194,0.3582089552238806
129,CALHOUN_21,CALHOUN,21,BLOUNTSTOWN HIGH SCHOOL,92,12.0,0.41304347826086957,0.3695652173913043,0.03260869565217391,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.043478260869565216,0.043478260869565216,0.4891304347826087,0.5108695652173914
130,CALHOUN_101,CALHOUN,101,ALTHA PUBLIC SCHOOL,43,12.0,0.4186046511627907,0.4883720930232558,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.023255813953488372,0.4418604651162791,0.5581395348837209
133,CHARLOTTE_31,CHARLOTTE,31,CHARLOTTE HIGH SCHOOL,340,12.0,0.3941176470588235,0.3764705882352941,0.029411764705882353,0.03823529411764706,0.05588235294117647,0.05,0.0058823529411764705,0.0029411764705882353,0.0,0.0029411764705882353,0.0,0.0029411764705882353,0.023529411764705882,0.01764705882352941,0.5088235294117647,0.49117647058823527
134,CHARLOTTE_51,CHARLOTTE,51,LEMON BAY HIGH SCHOOL,256,12.0,0.4453125,0.4765625,0.0,0.0078125,0.03125,0.01953125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0078125,0.48828125,0.51171875
135,CHARLOTTE_151,CHARLOTTE,151,PORT CHARLOTTE HIGH SCHOOL,293,12.0,0.3174061433447099,0.32081911262798635,0.06143344709897611,0.09556313993174062,0.09556313993174062,0.034129692832764506,0.006825938566552901,0.010238907849829351,0.0,0.0,0.0,0.0,0.034129692832764506,0.023890784982935155,0.515358361774744,0.48464163822525597
137,CHARLOTTE_161,CHARLOTTE,161,CHARLOTTE TECHNICAL CENTER,100,12.0,0.25,0.44,0.04,0.09,0.03,0.08,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.03,0.36,0.64
138,CHARLOTTE_502,CHARLOTTE,502,FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,85,12.0,0.4470588235294118,0.35294117647058826,0.03529411764705882,0.023529411764705882,0.058823529411764705,0.03529411764705882,0.023529411764705882,0.011764705882352941,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.5764705882352941,0.4235294117647059
139,CHARLOTTE_7004,CHARLOTTE,7004,CHARLOTTE VIRTUAL FRANCHISE,20,12.0,0.55,0.3,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.35
141,CITRUS_31,CITRUS,31,CITRUS HIGH SCHOOL,305,12.0,0.4262295081967213,0.4491803278688525,0.01639344262295082,0.013114754098360656,0.01639344262295082,0.04262295081967213,0.0,0.009836065573770493,0.0,0.0,0.003278688524590164,0.0,0.013114754098360656,0.009836065573770493,0.47540983606557374,0.5245901639344263
142,CITRUS_121,CITRUS,121,CRYSTAL RIVER HIGH SCHOOL,257,12.0,0.4474708171206226,0.40077821011673154,0.019455252918287938,0.0311284046692607,0.027237354085603113,0.027237354085603113,0.019455252918287938,0.0038910505836575876,0.0,0.0,0.0,0.007782101167315175,0.007782101167315175,0.007782101167315175,0.5214007782101168,0.4785992217898833
143,CITRUS_163,CITRUS,163,LECANTO HIGH SCHOOL,337,12.0,0.3768545994065282,0.42729970326409494,0.02373887240356083,0.02967359050445104,0.04451038575667656,0.04451038575667656,0.02373887240356083,0.008902077151335312,0.0,0.0,0.002967359050445104,0.002967359050445104,0.0,0.01483679525222552,0.47181008902077154,0.5281899109792285
144,CITRUS_8001,CITRUS,8001,CYPRESS CREEK ACADEMY,10,12.0,0.0,0.2,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145,CLAY_111,CLAY,111,R. C. BANNERMAN LEARNING CENTER,22,12.0,0.18181818181818182,0.22727272727272727,0.18181818181818182,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.45454545454545453,0.5454545454545454
146,CLAY_252,CLAY,252,ORANGE PARK HIGH SCHOOL,345,12.0,0.27246376811594203,0.2927536231884058,0.11594202898550725,0.0927536231884058,0.06086956521739131,0.08695652173913043,0.011594202898550725,0.017391304347826087,0.0,0.0,0.0,0.0,0.02608695652173913,0.02318840579710145,0.48695652173913045,0.5130434782608696
147,CLAY_311,CLAY,311,KEYSTONE HEIGHTS JUNIOR/SENIOR HIGH,185,12.0,0.4702702702702703,0.4810810810810811,0.0,0.0,0.021621621621621623,0.010810810810810811,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.5027027027027027,0.4972972972972973
148,CLAY_341,CLAY,341,CLAY HIGH SCHOOL,328,12.0,0.39634146341463417,0.38414634146341464,0.06097560975609756,0.06097560975609756,0.036585365853658534,0.018292682926829267,0.006097560975609756,0.01524390243902439,0.0,0.003048780487804878,0.0,0.003048780487804878,0.009146341463414634,0.006097560975609756,0.5091463414634146,0.49085365853658536
149,CLAY_391,CLAY,391,MIDDLEBURG HIGH SCHOOL,353,12.0,0.45042492917847027,0.40226628895184136,0.019830028328611898,0.025495750708215296,0.04815864022662889,0.019830028328611898,0.0028328611898017,0.0,0.0028328611898017,0.0,0.0,0.0,0.014164305949008499,0.014164305949008499,0.5382436260623229,0.46175637393767704
150,CLAY_431,CLAY,431,RIDGEVIEW HIGH SCHOOL,297,12.0,0.31986531986531985,0.30303030303030304,0.09427609427609428,0.06734006734006734,0.06734006734006734,0.037037037037037035,0.013468013468013467,0.02356902356902357,0.006734006734006734,0.003367003367003367,0.0,0.003367003367003367,0.037037037037037035,0.02356902356902357,0.5387205387205387,0.4612794612794613
151,CLAY_551,CLAY,551,FLEMING ISLAND HIGH SCHOOL,507,12.0,0.35700197238658776,0.398422090729783,0.03353057199211045,0.03550295857988166,0.047337278106508875,0.04339250493096647,0.011834319526627219,0.03353057199211045,0.0,0.0019723865877712033,0.0,0.0,0.013806706114398421,0.023668639053254437,0.4635108481262327,0.5364891518737672
152,CLAY_661,CLAY,661,OAKLEAF HIGH SCHOOL,422,12.0,0.2014218009478673,0.25355450236966826,0.15165876777251186,0.13507109004739337,0.07582938388625593,0.04739336492890995,0.02843601895734597,0.03317535545023697,0.0071090047393364926,0.004739336492890996,0.002369668246445498,0.004739336492890996,0.03317535545023697,0.02132701421800948,0.5,0.5
153,CLAY_7004,CLAY,7004,CLAY VIRTUAL FRANCHISE,52,12.0,0.5576923076923077,0.3269230769230769,0.038461538461538464,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.6730769230769231,0.3269230769230769
157,COLLIER_151,COLLIER,151,NAPLES HIGH SCHOOL,348,12.0,0.28160919540229884,0.3448275862068966,0.022988505747126436,0.05747126436781609,0.14942528735632185,0.1206896551724138,0.0,0.0,0.0,0.0,0.0028735632183908046,0.0,0.008620689655172414,0.011494252873563218,0.46551724137931033,0.5344827586206896
160,COLLIER_261,COLLIER,261,LELY HIGH SCHOOL,311,12.0,0.18971061093247588,0.15112540192926044,0.13183279742765272,0.1189710610932476,0.17041800643086816,0.19935691318327975,0.0,0.003215434083601286,0.0,0.003215434083601286,0.003215434083601286,0.003215434083601286,0.012861736334405145,0.012861736334405145,0.5080385852090032,0.4919614147909968
162,COLLIER_271,COLLIER,271,IMMOKALEE HIGH SCHOOL,248,12.0,0.004032258064516129,0.008064516129032258,0.08870967741935484,0.11290322580645161,0.375,0.3790322580645161,0.0,0.0,0.0,0.0,0.016129032258064516,0.008064516129032258,0.004032258064516129,0.004032258064516129,0.4879032258064516,0.5120967741935484
164,COLLIER_282,COLLIER,282,LORENZO WALKER TECHNICAL HIGH SCHOOL,117,12.0,0.08547008547008547,0.10256410256410256,0.10256410256410256,0.042735042735042736,0.26495726495726496,0.36752136752136755,0.0,0.008547008547008548,0.0,0.0,0.017094017094017096,0.0,0.008547008547008548,0.0,0.47863247863247865,0.5213675213675214
166,COLLIER_311,COLLIER,311,BARRON COLLIER HIGH SCHOOL,385,12.0,0.3012987012987013,0.35324675324675325,0.04155844155844156,0.046753246753246755,0.09350649350649351,0.1012987012987013,0.012987012987012988,0.005194805194805195,0.0,0.0025974025974025974,0.0025974025974025974,0.012987012987012988,0.01818181818181818,0.007792207792207792,0.4701298701298701,0.5298701298701298
168,COLLIER_392,COLLIER,392,GULF COAST HIGH SCHOOL,448,12.0,0.37723214285714285,0.36160714285714285,0.011160714285714286,0.022321428571428572,0.078125,0.07589285714285714,0.015625,0.004464285714285714,0.0,0.0,0.0,0.004464285714285714,0.020089285714285716,0.029017857142857144,0.5022321428571429,0.49776785714285715
170,COLLIER_493,COLLIER,493,PALMETTO RIDGE HIGH SCHOOL,403,12.0,0.20843672456575682,0.22084367245657568,0.03970223325062035,0.02729528535980149,0.2555831265508685,0.21836228287841192,0.009925558312655087,0.0024813895781637717,0.0,0.0,0.0024813895781637717,0.0024813895781637717,0.009925558312655087,0.0024813895781637717,0.5260545905707196,0.4739454094292804
172,COLLIER_501,COLLIER,501,GOLDEN GATE HIGH SCHOOL,318,12.0,0.08490566037735849,0.11635220125786164,0.10377358490566038,0.11006289308176101,0.3081761006289308,0.22955974842767296,0.0031446540880503146,0.009433962264150943,0.0,0.0,0.0031446540880503146,0.0,0.009433962264150943,0.0220125786163522,0.5125786163522013,0.48742138364779874
176,COLLIER_9032,COLLIER,9032,MARCO ISLAND ACADEMY,34,12.0,0.3235294117647059,0.38235294117647056,0.0,0.029411764705882353,0.08823529411764706,0.14705882352941177,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4411764705882353,0.5588235294117647
177,COLUMBIA_11,COLUMBIA,11,COLUMBIA HIGH SCHOOL,320,12.0,0.36875,0.35,0.103125,0.103125,0.01875,0.021875,0.009375,0.0,0.0,0.0,0.003125,0.0,0.015625,0.00625,0.51875,0.48125
178,COLUMBIA_123,COLUMBIA,123,FORT WHITE HIGH SCHOOL,120,12.0,0.38333333333333336,0.43333333333333335,0.06666666666666667,0.041666666666666664,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.016666666666666666,0.48333333333333334,0.5166666666666667
180,DADE_6040,DADE,6040,DOCTORS CHARTER SCHOOL OF MIAMI SHORES,63,12.0,0.047619047619047616,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.1111111111111111,0.19047619047619047,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.3968253968253968,0.6031746031746031
181,DADE_6997,DADE,6997,MATER VIRTUAL ACADEMY CHARTER MIDDLE/HIGH SCHOOL,14,12.0,0.0,0.0,0.14285714285714285,0.0,0.21428571428571427,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.6428571428571429
182,DADE_7001,DADE,7001,MIAMI-DADE ONLINE ACADEMY- VIRTUAL INSTRUCTION PROGRAM,19,12.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.3157894736842105,0.42105263157894735,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.5789473684210527
183,DADE_7007,DADE,7007,INTERNATIONAL STUDIES CHARTER HIGH SCHOOL,84,12.0,0.17857142857142858,0.14285714285714285,0.023809523809523808,0.0,0.4166666666666667,0.2261904761904762,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6309523809523809,0.36904761904761907
184,DADE_7009,DADE,7009,DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY,96,12.0,0.08333333333333333,0.052083333333333336,0.0,0.0,0.6354166666666666,0.21875,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291666666666666,0.2708333333333333
185,DADE_7011,DADE,7011,AMERICAN SENIOR HIGH SCHOOL,392,12.0,0.015306122448979591,0.025510204081632654,0.1326530612244898,0.11989795918367346,0.38010204081632654,0.3086734693877551,0.002551020408163265,0.015306122448979591,0.0,0.0,0.0,0.0,0.0,0.0,0.5306122448979592,0.46938775510204084
186,DADE_7014,DADE,7014,MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY,56,12.0,0.017857142857142856,0.0,0.017857142857142856,0.05357142857142857,0.6428571428571429,0.26785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.32142857142857145
188,DADE_7016,DADE,7016,SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL,55,12.0,0.0,0.03636363636363636,0.0,0.16363636363636364,0.34545454545454546,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34545454545454546,0.6545454545454545
189,DADE_7018,DADE,7018,MATER ACADEMY LAKES HIGH SCHOOL,230,12.0,0.0391304347826087,0.04782608695652174,0.008695652173913044,0.017391304347826087,0.47391304347826085,0.40869565217391307,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5260869565217391,0.47391304347826085
190,DADE_7020,DADE,7020,DORAL ACADEMY CHARTER HIGH SCHOOL,307,12.0,0.029315960912052116,0.02280130293159609,0.003257328990228013,0.006514657980456026,0.4755700325732899,0.4592833876221498,0.0,0.003257328990228013,0.0,0.0,0.0,0.0,0.0,0.0,0.50814332247557,0.49185667752442996
192,DADE_7022,DADE,7022,ACADEMY OF ARTS & MINDS,77,12.0,0.09090909090909091,0.06493506493506493,0.025974025974025976,0.05194805194805195,0.5324675324675324,0.22077922077922077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.6493506493506493,0.35064935064935066
193,DADE_7029,DADE,7029,TERRA ENVIRONMENTAL RESEARCH INSTITUTE,415,12.0,0.06746987951807229,0.0819277108433735,0.00963855421686747,0.016867469879518072,0.3493975903614458,0.41445783132530123,0.024096385542168676,0.021686746987951807,0.0,0.0,0.0,0.0,0.00963855421686747,0.004819277108433735,0.4602409638554217,0.5397590361445783
194,DADE_7032,DADE,7032,PALM GLADES PREPARATORY ACADEMY HIGH SCHOOL,22,12.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.4090909090909091,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5454545454545454
195,DADE_7033,DADE,7033,LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL,85,12.0,0.047058823529411764,0.023529411764705882,0.16470588235294117,0.047058823529411764,0.4235294117647059,0.2823529411764706,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.6352941176470588,0.36470588235294116
196,DADE_7034,DADE,7034,SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD),14,12.0,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
197,DADE_7037,DADE,7037,MATER ACADEMY EAST CHARTER HIGH SCHOOL,79,12.0,0.05063291139240506,0.0,0.012658227848101266,0.012658227848101266,0.45569620253164556,0.45569620253164556,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316455696202531,0.46835443037974683
198,DADE_7041,DADE,7041,SCHOOL FOR ADVANCED STUDIES-WOLFSON,54,12.0,0.09259259259259259,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.35185185185185186,0.3333333333333333,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5925925925925926,0.4074074074074074
199,DADE_7042,DADE,7042,SOMERSET ACADEMY CHARTER HIGH SCHOOL,83,12.0,0.04819277108433735,0.024096385542168676,0.03614457831325301,0.024096385542168676,0.39759036144578314,0.46987951807228917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819277108433735,0.5180722891566265
200,DADE_7048,DADE,7048,ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY CAMPUS,366,12.0,0.13934426229508196,0.12295081967213115,0.09836065573770492,0.08469945355191257,0.31420765027322406,0.22404371584699453,0.00546448087431694,0.01092896174863388,0.0,0.0,0.0,0.0,0.0,0.0,0.5573770491803278,0.4426229508196721
201,DADE_7049,DADE,7049,WESTLAND HIALEAH SENIOR HIGH SCHOOL,316,12.0,0.00949367088607595,0.0031645569620253164,0.0031645569620253164,0.0,0.5221518987341772,0.4588607594936709,0.0031645569620253164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5379746835443038,0.4620253164556962
202,DADE_7050,DADE,7050,KEYS GATE CHARTER HIGH SCHOOL,197,12.0,0.06091370558375635,0.09137055837563451,0.07614213197969544,0.08629441624365482,0.3096446700507614,0.3756345177664975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4467005076142132,0.5532994923857868
203,DADE_7051,DADE,7051,G. HOLMES BRADDOCK SENIOR HIGH,654,12.0,0.024464831804281346,0.019877675840978593,0.0030581039755351682,0.013761467889908258,0.4892966360856269,0.4434250764525994,0.0015290519877675841,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.0,0.518348623853211,0.481651376146789
204,DADE_7053,DADE,7053,PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL,85,12.0,0.023529411764705882,0.03529411764705882,0.0,0.0,0.4823529411764706,0.4588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058823529411764,0.49411764705882355
205,DADE_7055,DADE,7055,YOUNG WOMENS PREPARATORY ACADEMY,30,12.0,0.1,0.0,0.16666666666666666,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
206,DADE_7056,DADE,7056,YOUNG MEN'S PREPARATORY ACADEMY,19,12.0,0.0,0.05263157894736842,0.0,0.631578947368421,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207,DADE_7058,DADE,7058,MIAMI COMMUNITY CHARTER HIGH SCHOOL,37,12.0,0.05405405405405406,0.02702702702702703,0.0,0.02702702702702703,0.4594594594594595,0.43243243243243246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135135135135135,0.4864864864864865
